,commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison,devise,source,annee,mois,trimestre,jour_semaine,ville,region,segment,date_inscription,nom,categorie,fournisseur,tranche_montant,saison,est_annulee,ca_perdu,delai_inscription_commande
345,CMD-Q1-00347,CLI0483,PRD0092,1,159.37,159.37,2024-01-31,livrée,Virement,PACA,EUR,Q1_2024,2024,1,1,Wednesday,Nantes,PACA,PME,2023-06-14,Produit_Acc_92,Accessoires,TechPro,100-500€,hiver,False,0.0,231 days
346,CMD-Q1-00348,CLI0284,PRD0035,6,17.54,105.24,2024-01-09,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,Tuesday,Lille,Nouvelle-Aquitaine,Startup,2021-10-07,Produit_Tél_35,Téléphonie,MediaShop,100-500€,hiver,False,0.0,824 days
347,CMD-Q1-00350,CLI0481,PRD0102,4,23.26,93.04,2024-03-11,en_cours,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,Monday,Lille,Nouvelle-Aquitaine,PME,2021-02-04,Produit_Sto_102,Stockage,ElecPlus,100-500€,printemps,False,0.0,1131 days
348,CMD-Q1-00351,CLI0356,PRD0142,4,137.33,549.32,2024-03-09,livrée,PayPal,Île-de-France,EUR,Q1_2024,2024,3,1,Saturday,Strasbourg,PACA,Grand Compte,2023-06-08,,,,,printemps,False,0.0,275 days
349,CMD-Q1-00352,CLI0425,PRD0105,6,408.15,2448.8999999999996,2024-02-18,livrée,PayPal,Occitanie,EUR,Q1_2024,2024,2,1,Sunday,Marseille,PACA,PME,2022-06-09,Produit_Sto_105,Stockage,TechPro,<100€,hiver,False,0.0,619 days
350,CMD-Q1-00353,CLI0131,PRD0038,8,45.83,366.64,2024-03-20,livrée,Chèque,PACA,EUR,Q1_2024,2024,3,1,Wednesday,Paris,PACA,Particulier,2020-02-08,Produit_Tél_38,Téléphonie,MediaShop,500-2000€,printemps,False,0.0,1502 days
351,CMD-Q1-00354,CLI0477,PRD0055,5,45.75,228.75,2024-01-30,livrée,PayPal,Occitanie,EUR,Q1_2024,2024,1,1,Tuesday,Nice,PACA,Startup,2023-12-08,Produit_Aud_55,Audio,MediaShop,>2000€,hiver,False,0.0,53 days
352,CMD-Q1-00355,CLI0297,PRD0073,9,200.41,1803.69,2024-03-17,en_cours,CB,Occitanie,EUR,Q1_2024,2024,3,1,Sunday,Bordeaux,Occitanie,Particulier,2022-07-24,Produit_Aud_73,Audio,TechPro,100-500€,printemps,False,0.0,602 days
353,CMD-Q1-00356,CLI0285,PRD0008,6,308.27,1849.62,2024-02-10,livrée,PayPal,PACA,EUR,Q1_2024,2024,2,1,Saturday,Lille,PACA,Startup,2023-10-19,Produit_Inf_8,Informatique,DataStore,100-500€,hiver,False,0.0,114 days
354,CMD-Q1-00357,CLI0139,PRD0106,4,52.42,209.68,2024-01-17,annulée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,Wednesday,Montpellier,PACA,Startup,2021-12-21,Produit_Sto_106,Stockage,MediaShop,500-2000€,hiver,True,209.68,757 days
355,CMD-Q1-00358,CLI0200,PRD0128,4,99.94,399.76,2024-03-06,en_cours,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,Wednesday,Lyon,Île-de-France,Startup,2020-04-25,,,,500-2000€,printemps,False,0.0,1411 days
356,CMD-Q1-00359,CLI0340,PRD0101,2,52.8,105.6,2024-03-01,en_cours,Chèque,PACA,EUR,Q1_2024,2024,3,1,Friday,Lyon,PACA,PME,2023-03-09,,,,100-500€,printemps,False,0.0,358 days
357,CMD-Q1-00360,CLI0367,PRD0088,2,793.25,1586.5,2024-01-10,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,Wednesday,Montpellier,Nouvelle-Aquitaine,PME,2021-03-06,,,,100-500€,hiver,False,0.0,1040 days
358,CMD-Q1-00361,CLI0379,PRD0076,3,211.08,633.24,2024-03-23,livrée,PayPal,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,Saturday,Toulouse,Nouvelle-Aquitaine,Particulier,2023-06-05,,,,100-500€,printemps,False,0.0,292 days
359,CMD-Q1-00362,CLI0324,PRD0023,7,163.48,1144.36,2024-02-21,livrée,CB,Occitanie,EUR,Q1_2024,2024,2,1,Wednesday,Marseille,PACA,Particulier,2022-04-26,Produit_Inf_23,Informatique,TechPro,500-2000€,hiver,False,0.0,666 days
360,CMD-Q1-00363,CLI0290,PRD0075,2,71.64,143.28,2024-02-02,en_cours,Virement,Île-de-France,EUR,Q1_2024,2024,2,1,Friday,Montpellier,PACA,Particulier,2020-05-22,,,,500-2000€,hiver,False,0.0,1351 days
361,CMD-Q1-00364,CLI0114,PRD0009,1,58.82,58.82,2024-02-05,annulée,CB,PACA,EUR,Q1_2024,2024,2,1,Monday,Nice,PACA,Particulier,2020-03-02,Produit_Inf_9,Informatique,ElecPlus,500-2000€,hiver,True,58.82,1435 days
362,CMD-Q1-00365,CLI0344,PRD0075,6,71.64,429.84000000000003,2024-01-03,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,Wednesday,Lille,PACA,Particulier,2022-08-31,,,,100-500€,hiver,False,0.0,490 days
363,CMD-Q1-00366,CLI0228,PRD0057,3,85.5,256.5,2024-03-06,livrée,Virement,Auvergne-RA,EUR,Q1_2024,2024,3,1,Wednesday,Paris,Occitanie,Grand Compte,2023-05-08,,,,<100€,printemps,False,0.0,303 days
364,CMD-Q1-00368,CLI0354,PRD0051,4,10.76,43.04,2024-01-09,livrée,CB,Occitanie,EUR,Q1_2024,2024,1,1,Tuesday,Lyon,Auvergne-RA,PME,2023-10-13,Produit_Tél_51,Téléphonie,TechPro,100-500€,hiver,False,0.0,88 days
365,CMD-Q1-00369,CLI0134,PRD0010,3,81.94,245.82,2024-03-02,retournée,CB,PACA,EUR,Q1_2024,2024,3,1,Saturday,Marseille,Île-de-France,Particulier,2023-07-18,Produit_Inf_10,Informatique,MediaShop,100-500€,printemps,False,0.0,228 days
366,CMD-Q1-00370,CLI0330,PRD0099,8,182.41,1459.28,2024-02-03,livrée,CB,PACA,EUR,Q1_2024,2024,2,1,Saturday,Montpellier,PACA,Particulier,2021-07-10,Produit_Sto_99,Stockage,DataStore,,hiver,False,0.0,938 days
367,CMD-Q1-00371,CLI0403,PRD0095,7,106.83,747.81,2024-03-02,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,Saturday,Bordeaux,Occitanie,Particulier,2022-04-03,Produit_Acc_95,Accessoires,MediaShop,<100€,printemps,False,0.0,699 days
368,CMD-Q1-00372,CLI0491,PRD0051,1,10.76,10.76,2024-03-25,livrée,Chèque,Île-de-France,EUR,Q1_2024,2024,3,1,Monday,Montpellier,PACA,Particulier,2022-06-11,Produit_Tél_51,Téléphonie,TechPro,100-500€,printemps,False,0.0,653 days
369,CMD-Q1-00373,CLI0306,PRD0017,6,222.33,1333.98,2024-02-06,livrée,CB,Occitanie,EUR,Q1_2024,2024,2,1,Tuesday,Nantes,Île-de-France,Grand Compte,2021-07-26,Produit_Inf_17,Informatique,MediaShop,500-2000€,hiver,False,0.0,925 days
370,CMD-Q1-00374,CLI0366,PRD0090,5,80.66,403.29999999999995,2024-03-21,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,Thursday,Lille,Auvergne-RA,PME,2020-08-22,Produit_Acc_90,Accessoires,TechPro,500-2000€,printemps,False,0.0,1307 days
371,CMD-Q1-00375,CLI0112,PRD0026,4,334.76,1339.04,2024-03-23,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,Saturday,Lyon,Île-de-France,PME,2022-01-22,,,,<100€,printemps,False,0.0,791 days
372,CMD-Q1-00376,CLI0251,PRD0059,9,117.97,1061.73,2024-03-19,livrée,CB,Occitanie,EUR,Q1_2024,2024,3,1,Tuesday,Montpellier,Auvergne-RA,Particulier,2020-06-07,Produit_Aud_59,Audio,ElecPlus,500-2000€,printemps,False,0.0,1381 days
373,CMD-Q1-00377,CLI0274,PRD0086,4,74.32,297.28,2024-03-21,livrée,Virement,Auvergne-RA,EUR,Q1_2024,2024,3,1,Thursday,Nice,Île-de-France,Grand Compte,2023-07-01,Produit_Acc_86,Accessoires,MediaShop,100-500€,printemps,False,0.0,264 days
374,CMD-Q1-00378,CLI0412,PRD0124,4,55.52,222.08,2024-01-18,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,Thursday,Nice,Auvergne-RA,Particulier,2022-05-18,Produit_Rés_124,Réseau,ElecPlus,500-2000€,hiver,False,0.0,610 days
375,CMD-Q1-00379,CLI0167,PRD0074,3,101.69,305.07,2024-03-16,livrée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,Saturday,Nice,Nouvelle-Aquitaine,Startup,2023-05-24,,,,500-2000€,printemps,False,0.0,297 days
376,CMD-Q1-00380,CLI0273,PRD0095,3,106.83,320.49,2024-01-09,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,Tuesday,Nantes,Occitanie,Particulier,2021-09-19,Produit_Acc_95,Accessoires,MediaShop,100-500€,hiver,False,0.0,842 days
377,CMD-Q1-00381,CLI0050,PRD0020,5,304.72,1523.6000000000001,2024-02-05,livrée,CB,Occitanie,EUR,Q1_2024,2024,2,1,Monday,Marseille,PACA,Startup,2023-09-05,Produit_Inf_20,Informatique,TechPro,100-500€,hiver,False,0.0,153 days
378,CMD-Q1-00382,CLI0342,PRD0128,9,99.94,899.46,2024-02-16,livrée,CB,PACA,EUR,Q1_2024,2024,2,1,Friday,Marseille,PACA,Particulier,2021-09-11,,,,100-500€,hiver,False,0.0,888 days
379,CMD-Q1-00383,CLI0122,PRD0067,2,126.77,253.54,2024-03-27,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,Wednesday,Bordeaux,PACA,Particulier,2020-01-07,Produit_Aud_67,Audio,TechPro,100-500€,printemps,False,0.0,1541 days
380,CMD-Q1-00384,CLI0437,PRD0083,5,173.76,868.8,2024-03-20,en_cours,CB,Occitanie,EUR,Q1_2024,2024,3,1,Wednesday,Marseille,PACA,Particulier,2021-04-25,Produit_Acc_83,Accessoires,DataStore,500-2000€,printemps,False,0.0,1060 days
381,CMD-Q1-00385,CLI0057,PRD0085,2,181.81,363.62,2024-03-30,en_cours,CB,PACA,EUR,Q1_2024,2024,3,1,Saturday,Toulouse,PACA,Particulier,2023-07-01,Produit_Acc_85,Accessoires,DataStore,500-2000€,printemps,False,0.0,273 days
382,CMD-Q1-00386,CLI0309,PRD0108,2,100.76,201.52,2024-01-14,retournée,Chèque,Auvergne-RA,EUR,Q1_2024,2024,1,1,Sunday,Montpellier,PACA,Particulier,2022-05-14,Produit_Sto_108,Stockage,DataStore,100-500€,hiver,False,0.0,610 days
383,CMD-Q1-00387,CLI0473,PRD0024,9,20.71,186.39000000000001,2024-01-16,livrée,CB,Occitanie,EUR,Q1_2024,2024,1,1,Tuesday,Toulouse,Île-de-France,Particulier,2021-03-10,,,,500-2000€,hiver,False,0.0,1042 days
384,CMD-Q1-00388,CLI0185,PRD0030,4,43.58,174.32,2024-03-19,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,Tuesday,Nice,Nouvelle-Aquitaine,Particulier,2020-01-02,Produit_Tél_30,Téléphonie,MediaShop,100-500€,printemps,False,0.0,1538 days
385,CMD-Q1-00389,CLI0140,PRD0087,3,72.84,218.52,2024-02-18,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Sunday,Lille,Île-de-France,Startup,2023-12-19,Produit_Acc_87,Accessoires,ElecPlus,100-500€,hiver,False,0.0,61 days
386,CMD-Q1-00390,CLI0265,PRD0115,3,374.29,1122.8700000000001,2024-02-05,livrée,CB,Occitanie,EUR,Q1_2024,2024,2,1,Monday,Strasbourg,Occitanie,Grand Compte,2021-05-06,Produit_Sto_115,Stockage,MediaShop,100-500€,hiver,False,0.0,1005 days
387,CMD-Q1-00391,CLI0053,PRD0037,7,48.24,337.68,2024-01-18,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,Thursday,Montpellier,PACA,Particulier,2022-11-12,Produit_Tél_37,Téléphonie,TechPro,100-500€,hiver,False,0.0,432 days
388,CMD-Q1-00392,CLI0208,PRD0107,8,101.48,811.84,2024-02-10,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Saturday,Bordeaux,Auvergne-RA,Particulier,2021-07-14,Produit_Sto_107,Stockage,ElecPlus,100-500€,hiver,False,0.0,941 days
389,CMD-Q1-00393,CLI0437,PRD0011,1,27.63,27.63,2024-01-08,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,Monday,Marseille,PACA,Particulier,2021-04-25,Produit_Inf_11,Informatique,ElecPlus,500-2000€,hiver,False,0.0,988 days
390,CMD-Q1-00394,CLI0105,PRD0045,5,55.24,276.2,2024-01-25,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,Thursday,Lyon,PACA,Particulier,2021-02-17,,,,100-500€,hiver,False,0.0,1072 days
391,CMD-Q1-00395,CLI0141,PRD0055,3,45.75,137.25,2024-03-13,annulée,Virement,Auvergne-RA,EUR,Q1_2024,2024,3,1,Wednesday,Marseille,Île-de-France,PME,2022-06-07,Produit_Aud_55,Audio,MediaShop,500-2000€,printemps,True,137.25,645 days
392,CMD-Q1-00396,CLI0187,PRD0014,7,415.81,2910.67,2024-02-22,livrée,CB,PACA,EUR,Q1_2024,2024,2,1,Thursday,Montpellier,Île-de-France,Particulier,2020-10-24,Produit_Inf_14,Informatique,MediaShop,<100€,hiver,False,0.0,1216 days
393,CMD-Q1-00397,CLI0487,PRD0097,6,149.62,897.72,2024-02-16,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Friday,Nice,Occitanie,Particulier,2021-01-22,Produit_Sto_97,Stockage,MediaShop,100-500€,hiver,False,0.0,1120 days
394,CMD-Q1-00398,CLI0061,PRD0116,4,52.36,209.44,2024-03-21,livrée,PayPal,PACA,EUR,Q1_2024,2024,3,1,Thursday,Bordeaux,PACA,Startup,2022-05-21,Produit_Sto_116,Stockage,DataStore,100-500€,printemps,False,0.0,670 days
395,CMD-Q1-00399,CLI0095,PRD0079,3,400.46,1201.3799999999999,2024-02-23,inconnu,Virement,PACA,EUR,Q1_2024,2024,2,1,Friday,Paris,Île-de-France,Particulier,2020-02-11,Produit_Acc_79,Accessoires,TechPro,>2000€,hiver,False,0.0,1473 days
396,CMD-Q1-00400,CLI0440,PRD0139,2,128.88,257.76,2024-03-11,livrée,CB,Occitanie,EUR,Q1_2024,2024,3,1,Monday,Paris,Occitanie,Particulier,2022-03-27,Produit_Rés_139,Réseau,MediaShop,500-2000€,printemps,False,0.0,715 days
397,CMD-Q1-00401,CLI0134,PRD0037,5,48.24,241.20000000000002,2024-03-11,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,Monday,Marseille,Île-de-France,Particulier,2023-07-18,Produit_Tél_37,Téléphonie,TechPro,100-500€,printemps,False,0.0,237 days
398,CMD-Q1-00402,CLI0185,PRD0037,9,48.24,434.16,2024-02-11,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Sunday,Nice,Nouvelle-Aquitaine,Particulier,2020-01-02,Produit_Tél_37,Téléphonie,TechPro,500-2000€,hiver,False,0.0,1501 days
399,CMD-Q1-00403,CLI0292,PRD0007,8,290.01,2320.08,2024-02-07,en_cours,Chèque,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Wednesday,Lyon,PACA,Startup,2023-06-28,Produit_Inf_7,Informatique,ElecPlus,100-500€,hiver,False,0.0,224 days
400,CMD-Q1-00404,CLI0471,PRD0027,4,45.84,183.36,2024-02-22,livrée,PayPal,Île-de-France,EUR,Q1_2024,2024,2,1,Thursday,Lille,Île-de-France,Particulier,2020-12-01,Produit_Tél_27,Téléphonie,DataStore,100-500€,hiver,False,0.0,1178 days
401,CMD-Q1-00405,CLI0041,PRD0080,9,131.51,1183.59,2024-01-04,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,Thursday,Lille,Île-de-France,Grand Compte,2020-10-03,,,,100-500€,hiver,False,0.0,1188 days
402,CMD-Q1-00406,CLI0329,PRD0131,3,95.19,285.57,2024-02-18,en_cours,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,Sunday,Bordeaux,Nouvelle-Aquitaine,Particulier,2022-11-20,,,,>2000€,hiver,False,0.0,455 days
403,CMD-Q1-00407,CLI0401,PRD0009,5,58.82,294.1,2024-03-05,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,Tuesday,Paris,Auvergne-RA,Startup,2020-06-02,Produit_Inf_9,Informatique,ElecPlus,100-500€,printemps,False,0.0,1372 days
404,CMD-Q1-00408,CLI0148,PRD0074,9,101.69,915.21,2024-02-16,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,Friday,Lille,Nouvelle-Aquitaine,Particulier,2022-08-28,,,,500-2000€,hiver,False,0.0,537 days
405,CMD-Q1-00409,CLI0060,PRD0129,5,124.46,622.3,2024-02-26,retournée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Monday,Marseille,PACA,Particulier,2022-03-04,,,,100-500€,hiver,False,0.0,724 days
406,CMD-Q1-00410,CLI0237,PRD0128,6,99.94,599.64,2024-02-04,en_cours,Chèque,Auvergne-RA,EUR,Q1_2024,2024,2,1,Sunday,Paris,Occitanie,PME,2023-05-30,,,,100-500€,hiver,False,0.0,250 days
407,CMD-Q1-00411,CLI0120,PRD0098,9,37.93,341.37,2024-02-06,annulée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,Tuesday,Montpellier,Auvergne-RA,Particulier,2023-08-05,Produit_Sto_98,Stockage,MediaShop,500-2000€,hiver,True,341.37,185 days
408,CMD-Q1-00412,CLI0375,PRD0116,4,52.36,209.44,2024-03-30,inconnu,Chèque,PACA,EUR,Q1_2024,2024,3,1,Saturday,Lille,PACA,Particulier,2020-01-17,Produit_Sto_116,Stockage,DataStore,500-2000€,printemps,False,0.0,1534 days
409,CMD-Q1-00413,CLI0210,PRD0023,7,163.48,1144.36,2024-02-15,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Thursday,Toulouse,PACA,PME,2020-05-09,Produit_Inf_23,Informatique,TechPro,500-2000€,hiver,False,0.0,1377 days
410,CMD-Q1-00414,CLI0020,PRD0087,3,72.84,218.52,2024-01-13,en_cours,CB,Île-de-France,EUR,Q1_2024,2024,1,1,Saturday,Bordeaux,Île-de-France,Particulier,2020-02-03,Produit_Acc_87,Accessoires,ElecPlus,100-500€,hiver,False,0.0,1440 days
411,CMD-Q1-00415,CLI0396,PRD0097,8,149.62,1196.96,2024-01-02,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,Tuesday,Nice,PACA,Grand Compte,2020-06-18,Produit_Sto_97,Stockage,MediaShop,100-500€,hiver,False,0.0,1293 days
412,CMD-Q1-00416,CLI0441,PRD0102,6,23.26,139.56,2024-03-26,en_cours,PayPal,PACA,EUR,Q1_2024,2024,3,1,Tuesday,Paris,Auvergne-RA,PME,2023-06-14,Produit_Sto_102,Stockage,ElecPlus,500-2000€,printemps,False,0.0,286 days
413,CMD-Q1-00417,CLI0044,PRD0033,8,291.53,2332.24,2024-02-06,annulée,Chèque,Occitanie,EUR,Q1_2024,2024,2,1,Tuesday,Nantes,PACA,Particulier,2020-07-12,,,,100-500€,hiver,True,2332.24,1304 days
414,CMD-Q1-00418,CLI0188,PRD0152,8,499.98,3999.84,2024-01-11,livrée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,Thursday,Paris,Nouvelle-Aquitaine,Grand Compte,2023-10-17,Produit_Rés_152,Réseau,ElecPlus,500-2000€,hiver,False,0.0,86 days
415,CMD-Q1-00419,CLI0302,PRD0023,3,163.48,490.43999999999994,2024-01-15,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,Monday,Montpellier,Occitanie,Particulier,2023-12-18,Produit_Inf_23,Informatique,TechPro,100-500€,hiver,False,0.0,28 days
416,CMD-Q1-00420,CLI0284,PRD0078,6,217.49,1304.94,2024-02-23,annulée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,Friday,Lille,Nouvelle-Aquitaine,Startup,2021-10-07,Produit_Acc_78,Accessoires,DataStore,>2000€,hiver,True,1304.94,869 days
417,CMD-Q1-00421,CLI0257,PRD0149,6,123.18,739.08,2024-02-06,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,Tuesday,Paris,Occitanie,Particulier,2021-07-16,,,,>2000€,hiver,False,0.0,935 days
418,CMD-Q1-00422,CLI0174,PRD0073,5,200.41,1002.05,2024-01-14,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,Sunday,Lille,Île-de-France,Particulier,2021-08-07,Produit_Aud_73,Audio,TechPro,100-500€,hiver,False,0.0,890 days
419,CMD-Q1-00423,CLI0186,PRD0096,5,33.23,166.14999999999998,2024-01-05,retournée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,Friday,Strasbourg,Nouvelle-Aquitaine,PME,2022-06-27,Produit_Acc_96,Accessoires,ElecPlus,500-2000€,hiver,False,0.0,557 days
420,CMD-Q1-00424,CLI0364,PRD0006,3,79.23,237.69,2024-02-19,livrée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Monday,Bordeaux,Auvergne-RA,Particulier,2020-05-20,Produit_Inf_6,Informatique,ElecPlus,500-2000€,hiver,False,0.0,1370 days
421,CMD-Q1-00425,CLI0300,PRD0033,1,291.53,291.53,2024-01-20,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,Saturday,Marseille,PACA,Startup,2021-10-22,,,,500-2000€,hiver,False,0.0,820 days
422,CMD-Q1-00426,CLI0384,PRD0053,6,79.12,474.72,2024-02-20,livrée,Virement,Auvergne-RA,EUR,Q1_2024,2024,2,1,Tuesday,Marseille,PACA,Startup,2021-03-31,Produit_Tél_53,Téléphonie,ElecPlus,100-500€,hiver,False,0.0,1056 days
423,CMD-Q1-00427,CLI0418,PRD0141,4,326.57,1306.28,2024-01-25,livrée,CB,Occitanie,EUR,Q1_2024,2024,1,1,Thursday,Nantes,Île-de-France,PME,2023-11-02,Produit_Rés_141,Réseau,MediaShop,100-500€,hiver,False,0.0,84 days
424,CMD-Q1-00428,CLI0265,PRD0145,7,54.52,381.64000000000004,2024-03-28,livrée,CB,Occitanie,EUR,Q1_2024,2024,3,1,Thursday,Strasbourg,Occitanie,Grand Compte,2021-05-06,,,,100-500€,printemps,False,0.0,1057 days
425,CMD-Q1-00429,CLI9974,PRD0046,6,69.9,419.40000000000003,2024-01-14,en_cours,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,Sunday,,,,,Produit_Tél_46,Téléphonie,ElecPlus,100-500€,hiver,False,0.0,
426,CMD-Q1-00430,CLI0362,PRD0109,1,18.3,18.3,2024-03-29,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,Friday,Nantes,Île-de-France,Grand Compte,2022-03-28,,,,500-2000€,printemps,False,0.0,732 days
427,CMD-Q1-00431,CLI0056,PRD0095,2,106.83,213.66,2024-02-01,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,Thursday,Strasbourg,PACA,Particulier,2021-07-03,Produit_Acc_95,Accessoires,MediaShop,100-500€,hiver,False,0.0,943 days
428,CMD-Q1-00432,CLI0434,PRD0084,4,410.52,1642.08,2024-02-17,livrée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,Saturday,Lyon,Nouvelle-Aquitaine,Particulier,2020-06-14,Produit_Acc_84,Accessoires,DataStore,100-500€,hiver,False,0.0,1343 days
429,CMD-Q1-00433,CLI0337,PRD0095,8,106.83,854.64,2024-03-29,retournée,Virement,Occitanie,EUR,Q1_2024,2024,3,1,Friday,Strasbourg,Nouvelle-Aquitaine,PME,2023-07-27,Produit_Acc_95,Accessoires,MediaShop,<100€,printemps,False,0.0,246 days
430,CMD-Q1-00434,CLI0142,PRD0087,1,72.84,72.84,2024-01-06,en_cours,CB,PACA,EUR,Q1_2024,2024,1,1,Saturday,Bordeaux,Île-de-France,Particulier,2020-08-29,Produit_Acc_87,Accessoires,ElecPlus,100-500€,hiver,False,0.0,1225 days
431,CMD-Q1-00435,CLI0189,PRD0008,8,308.27,2466.16,2024-01-08,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,Monday,Strasbourg,Occitanie,Particulier,2022-11-15,Produit_Inf_8,Informatique,DataStore,500-2000€,hiver,False,0.0,419 days
432,CMD-Q1-00436,CLI0349,PRD0062,4,51.87,207.48,2024-03-27,livrée,CB,Occitanie,EUR,Q1_2024,2024,3,1,Wednesday,Toulouse,Nouvelle-Aquitaine,Particulier,2021-11-26,,,,500-2000€,printemps,False,0.0,852 days
433,CMD-Q1-00437,CLI0250,PRD0107,9,101.48,913.32,2024-02-22,livrée,Virement,Occitanie,EUR,Q1_2024,2024,2,1,Thursday,Marseille,Occitanie,Particulier,2022-12-14,Produit_Sto_107,Stockage,ElecPlus,<100€,hiver,False,0.0,435 days
434,CMD-Q1-00438,CLI0020,PRD0093,6,62.68,376.08,2024-02-02,livrée,CB,Occitanie,EUR,Q1_2024,2024,2,1,Friday,Bordeaux,Île-de-France,Particulier,2020-02-03,Produit_Acc_93,Accessoires,ElecPlus,>2000€,hiver,False,0.0,1460 days
435,CMD-Q1-00439,CLI0306,PRD0096,3,33.23,99.69,2024-01-17,livrée,Virement,Occitanie,EUR,Q1_2024,2024,1,1,Wednesday,Nantes,Île-de-France,Grand Compte,2021-07-26,Produit_Acc_96,Accessoires,ElecPlus,100-500€,hiver,False,0.0,905 days
436,CMD-Q1-00440,CLI0480,PRD0058,4,118.62,474.48,2024-02-06,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,Tuesday,Marseille,Occitanie,PME,2020-02-13,Produit_Aud_58,Audio,TechPro,500-2000€,hiver,False,0.0,1454 days
437,CMD-Q1-00441,CLI0376,PRD0102,7,23.26,162.82000000000002,2024-03-18,livrée,Virement,Île-de-France,EUR,Q1_2024,2024,3,1,Monday,Bordeaux,Auvergne-RA,Particulier,2020-08-17,Produit_Sto_102,Stockage,ElecPlus,100-500€,printemps,False,0.0,1309 days
438,CMD-Q1-00442,CLI0051,PRD0147,3,56.16,168.48,2024-03-27,livrée,CB,PACA,EUR,Q1_2024,2024,3,1,Wednesday,Montpellier,PACA,Particulier,2020-09-26,Produit_Rés_147,Réseau,ElecPlus,<100€,printemps,False,0.0,1278 days
439,CMD-Q1-00443,CLI0265,PRD0019,6,62.97,377.82,2024-03-01,livrée,Virement,Île-de-France,EUR,Q1_2024,2024,3,1,Friday,Strasbourg,Occitanie,Grand Compte,2021-05-06,,,,100-500€,printemps,False,0.0,1030 days
440,CMD-Q1-00444,CLI0026,PRD0054,9,124.37,1119.33,2024-03-25,livrée,PayPal,Auvergne-RA,EUR,Q1_2024,2024,3,1,Monday,Toulouse,Occitanie,PME,2020-07-02,Produit_Tél_54,Téléphonie,TechPro,100-500€,printemps,False,0.0,1362 days
441,CMD-Q1-00445,CLI0352,PRD0146,5,30.77,153.85,2024-01-23,livrée,CB,Occitanie,EUR,Q1_2024,2024,1,1,Tuesday,Montpellier,Île-de-France,Particulier,2023-11-08,Produit_Rés_146,Réseau,TechPro,100-500€,hiver,False,0.0,76 days
